index,age,month,duration,campaign,y,job_management,job_self-employed,job_services,job_technician,job_unknown,marital_married,marital_unknown,education_basic.6y,education_professional.course,education_university.degree,education_unknown,loan_yes,contact_telephone,poutcome_nonexistent
16082,23,5,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16083,47,6,338,2,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
16084,29,6,327,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16085,46,5,79,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16086,52,7,81,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16087,43,7,109,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16088,36,11,226,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16089,52,11,278,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16090,38,5,353,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16091,46,8,377,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16092,25,7,216,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16093,36,7,264,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16094,63,11,408,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16095,30,8,296,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16096,29,7,191,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16097,39,7,333,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16098,48,5,194,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
16099,30,11,622,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
16100,44,5,98,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
16101,40,11,105,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
16103,37,5,372,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16104,44,5,354,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
16105,53,11,304,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16107,26,5,335,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16108,39,5,81,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
16109,25,11,446,8,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
16110,30,7,101,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16111,37,8,180,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16112,28,5,585,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16113,35,6,582,11,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16114,37,5,362,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16115,49,5,49,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16116,44,5,203,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16117,38,6,192,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
16118,29,7,1118,3,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
16119,34,5,239,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16120,56,4,299,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16121,27,5,1448,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16122,53,9,730,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
16123,44,7,147,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16124,54,5,49,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
16125,54,6,28,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16126,27,6,492,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16127,41,5,306,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16128,62,7,262,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
16129,28,6,111,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
16130,32,7,68,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16131,23,7,139,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16132,27,5,304,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
16133,38,7,106,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16135,33,8,97,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16136,63,8,49,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16137,29,8,143,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16138,33,5,26,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16139,36,5,193,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
16140,28,5,71,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16141,37,7,412,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16142,58,7,533,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16143,33,5,141,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16144,27,7,347,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16145,55,4,211,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16146,30,6,2621,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
16147,42,5,45,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16148,50,7,144,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
16149,71,4,162,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16150,47,6,74,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
16151,35,8,132,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16152,38,8,289,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16153,42,5,504,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
16154,29,6,332,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
16155,34,5,296,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
16156,31,7,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16158,38,6,246,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
16159,41,5,41,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
16160,26,7,45,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
16161,45,5,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16162,39,7,280,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
16163,37,5,111,3,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
16166,43,5,35,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
16167,29,6,69,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
16168,34,5,1970,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16169,41,5,122,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
16170,38,6,252,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
16171,18,12,412,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16172,35,6,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16173,33,7,532,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16174,42,8,176,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16175,35,5,215,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
16176,34,5,148,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16177,41,10,173,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16178,58,11,91,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16179,56,5,640,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16180,32,11,141,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16181,33,6,198,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
16182,57,11,89,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16184,57,6,318,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
16185,24,5,582,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16186,36,5,104,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16187,37,5,46,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
16188,31,7,95,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16189,45,7,468,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
16190,37,7,353,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16191,29,7,211,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16192,39,7,653,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16194,32,5,301,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16195,33,5,576,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
16196,58,8,101,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16197,54,8,484,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16198,42,5,243,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16199,44,9,173,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
16200,33,8,147,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16201,33,5,843,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16202,31,6,213,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16203,37,8,110,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16204,52,6,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16205,33,5,22,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16206,39,7,183,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
16207,42,11,455,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16208,57,7,35,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16209,48,8,171,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
16210,38,4,123,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
16212,34,6,135,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16213,47,6,835,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16214,31,11,215,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16215,46,11,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16216,40,6,136,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16217,43,5,139,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16218,24,6,93,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16219,38,6,112,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
16220,42,5,95,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16221,34,5,293,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16222,53,8,268,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
16223,50,11,185,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16224,50,6,178,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16225,33,6,117,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
16226,42,5,123,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1
16227,30,8,107,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16228,27,7,158,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16229,43,7,471,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16230,32,5,278,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16231,35,11,819,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
16232,53,8,123,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16233,37,4,241,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
16234,38,5,873,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16237,31,8,181,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16238,28,5,197,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
16239,34,7,146,4,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
16241,31,11,204,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16242,47,5,89,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16243,52,6,87,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
16244,45,11,432,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16245,43,11,89,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16246,38,3,355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16247,39,5,171,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
16248,39,10,219,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
16249,36,7,119,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
16250,68,9,80,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16251,33,11,150,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16252,49,6,216,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16253,39,5,357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16254,66,3,201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16255,28,6,296,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16256,32,11,1067,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
16257,46,5,197,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
16258,38,6,346,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
16259,39,11,418,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
16260,61,8,209,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16261,29,7,181,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16262,40,5,151,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
16263,27,4,605,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16264,55,11,227,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16265,52,5,108,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16266,48,7,409,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16267,44,7,81,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
16268,33,5,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16269,30,5,320,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
16270,31,11,62,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
16271,39,8,145,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16272,48,8,627,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16273,46,8,1357,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16274,40,6,154,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16275,25,7,123,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16276,55,6,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16277,31,5,81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16278,25,7,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16279,51,5,29,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16280,47,7,157,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16281,35,5,369,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
16282,57,7,364,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16283,40,4,687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16284,34,7,153,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
16285,57,5,147,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16286,35,11,81,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
16287,46,4,63,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16288,51,6,99,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
16289,49,11,308,3,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
16290,31,11,102,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
16291,45,7,93,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
16292,34,5,125,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16293,56,5,103,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16294,50,11,161,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
16295,34,7,323,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16296,57,11,40,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16297,37,6,145,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
16298,23,7,245,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
16300,24,7,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16302,28,7,145,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16303,37,5,462,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
16304,32,8,157,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
16305,50,8,215,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16306,33,8,289,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16307,34,4,446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16308,35,9,195,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16309,48,7,903,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16310,21,8,220,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16311,30,5,97,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
16312,31,11,96,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16313,40,7,94,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
16314,36,6,81,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16315,60,5,392,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16316,40,5,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16317,38,11,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16318,40,6,158,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16319,56,8,278,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16320,42,7,123,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16321,34,11,91,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
16322,37,10,301,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16323,39,8,124,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16324,30,5,369,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16325,37,6,164,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16326,45,7,56,2,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
16327,53,5,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16328,59,8,239,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16329,39,6,135,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
16330,33,6,84,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
16331,36,5,128,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
16332,43,7,398,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16333,45,10,1092,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16334,58,5,228,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16335,33,11,77,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16336,56,11,81,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
16337,48,5,76,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
16338,25,8,84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16340,36,11,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16341,39,7,175,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
16342,28,5,166,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
16343,35,5,334,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16344,49,11,118,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
16345,43,8,175,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16346,35,5,159,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16347,41,11,155,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
16348,45,6,1210,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1
16349,31,5,110,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16350,44,5,127,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16351,32,7,443,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
16352,44,5,84,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16353,36,5,55,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16354,33,8,576,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16355,31,7,881,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16356,40,11,80,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
16357,29,7,611,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16358,36,5,140,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16359,47,8,310,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16360,37,5,30,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
16361,37,5,175,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16363,51,6,85,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16364,42,5,462,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16366,38,11,210,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16367,57,5,288,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
16368,57,8,27,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16369,36,4,353,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16370,57,5,436,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
16371,32,3,75,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
16372,33,5,306,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
16373,31,11,135,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16374,31,5,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16375,39,5,502,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
16376,39,5,162,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
16377,29,5,401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16378,35,7,85,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16379,33,6,113,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16380,33,7,194,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16381,38,5,50,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
16382,48,6,967,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16383,44,6,295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16384,50,5,151,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
16385,33,8,101,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16386,34,6,42,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16387,31,6,533,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
16388,29,5,50,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16389,37,11,227,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
16390,33,8,83,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16391,77,8,160,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
16392,34,11,355,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16393,32,7,46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
16394,37,11,94,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16395,35,8,153,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16396,21,6,286,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16397,29,11,69,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
16398,26,7,111,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16399,45,5,260,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
16400,35,5,234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16401,36,5,65,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
16402,41,5,37,3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
16403,29,5,201,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16404,37,5,612,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16405,48,7,237,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
16407,37,4,700,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
16408,35,7,1175,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
16409,52,6,90,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16410,31,11,360,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16411,32,7,792,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16412,56,8,125,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16413,34,4,108,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
16414,33,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
16415,29,7,77,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16416,26,5,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16417,35,5,25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16418,39,5,50,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16419,29,6,74,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
16420,41,6,174,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16421,42,11,140,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16422,25,7,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16423,32,5,190,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
16424,33,3,71,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16425,32,7,166,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
16426,50,11,475,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
16427,32,6,430,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16428,40,6,314,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16429,29,11,161,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
16430,58,6,570,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16431,54,5,225,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16432,35,8,76,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
16433,30,7,219,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
16434,18,8,297,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
16435,58,6,164,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
16436,26,6,181,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
16437,41,8,53,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
