index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
13358,51,blue-collar,married,high.school,no,no,yes,telephone,may,fri,247,1,nonexistent,no
13359,44,technician,married,professional.course,no,yes,no,cellular,may,mon,147,3,failure,no
13360,29,unemployed,married,university.degree,no,no,no,cellular,jul,thu,509,1,nonexistent,no
13361,34,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,fri,426,2,nonexistent,no
13362,43,admin.,married,university.degree,no,no,no,cellular,jul,tue,136,1,nonexistent,no
13363,47,services,married,basic.6y,no,yes,no,cellular,jul,mon,159,10,nonexistent,no
13364,35,technician,married,university.degree,no,yes,no,telephone,may,fri,371,2,nonexistent,no
13365,46,blue-collar,married,basic.4y,no,no,yes,cellular,aug,wed,414,8,nonexistent,no
13366,25,admin.,single,university.degree,no,no,no,cellular,jul,mon,103,4,nonexistent,no
13367,36,technician,married,professional.course,no,yes,no,cellular,aug,thu,126,3,nonexistent,no
13368,53,management,married,university.degree,no,yes,no,cellular,nov,fri,319,3,nonexistent,no
13369,34,housemaid,married,basic.6y,no,yes,no,telephone,may,mon,300,2,nonexistent,no
13370,56,blue-collar,married,basic.4y,no,yes,no,cellular,jul,fri,641,1,nonexistent,yes
13371,50,management,single,university.degree,no,yes,no,telephone,may,fri,184,2,nonexistent,no
13372,36,management,married,university.degree,no,no,yes,cellular,jul,thu,59,2,nonexistent,no
13373,36,admin.,married,university.degree,no,no,no,telephone,may,tue,215,1,nonexistent,no
13374,55,retired,married,high.school,no,yes,yes,cellular,jun,fri,186,2,nonexistent,yes
13375,46,housemaid,married,basic.4y,no,no,yes,telephone,may,tue,149,1,nonexistent,no
13376,40,blue-collar,single,basic.4y,no,yes,no,telephone,jun,thu,160,2,nonexistent,no
13377,31,services,single,high.school,no,no,no,cellular,may,wed,1298,2,nonexistent,yes
13378,31,blue-collar,married,professional.course,unknown,no,no,cellular,jul,fri,109,2,nonexistent,no
13379,54,technician,married,professional.course,unknown,no,no,cellular,aug,tue,166,1,nonexistent,no
13380,51,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,665,1,nonexistent,no
13381,45,technician,married,professional.course,no,yes,no,cellular,nov,fri,76,1,nonexistent,no
13382,37,admin.,married,high.school,no,no,no,cellular,aug,wed,179,2,failure,yes
13383,44,blue-collar,married,basic.4y,no,yes,no,cellular,aug,tue,720,2,nonexistent,yes
13384,34,admin.,single,university.degree,no,no,no,telephone,nov,fri,34,1,nonexistent,no
13385,34,admin.,married,high.school,no,no,no,telephone,jun,wed,638,1,nonexistent,yes
13386,54,entrepreneur,married,professional.course,no,yes,yes,cellular,nov,tue,134,1,nonexistent,no
13387,37,admin.,divorced,high.school,no,no,yes,cellular,jul,mon,131,6,nonexistent,no
13388,28,unemployed,single,university.degree,no,yes,no,cellular,may,mon,434,1,nonexistent,no
13389,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,47,1,nonexistent,no
13390,34,entrepreneur,single,basic.9y,no,no,no,cellular,nov,tue,386,1,nonexistent,no
13391,45,admin.,divorced,basic.9y,unknown,no,no,telephone,may,fri,488,2,nonexistent,no
13392,32,blue-collar,single,high.school,no,unknown,unknown,cellular,nov,wed,77,2,nonexistent,no
13393,44,unknown,married,basic.6y,no,yes,yes,telephone,may,mon,115,1,nonexistent,no
13394,43,admin.,married,university.degree,no,no,yes,cellular,aug,thu,250,2,nonexistent,no
13395,49,technician,married,professional.course,no,no,no,telephone,jun,thu,77,1,nonexistent,no
13396,29,services,single,university.degree,no,yes,no,cellular,jul,fri,337,1,nonexistent,no
13397,25,admin.,single,high.school,no,no,no,telephone,jun,mon,175,2,nonexistent,no
13398,29,admin.,married,basic.9y,no,no,no,cellular,may,thu,113,1,nonexistent,no
13399,57,admin.,married,university.degree,no,no,yes,telephone,may,mon,212,1,nonexistent,no
13400,33,admin.,single,university.degree,no,yes,no,cellular,jun,wed,313,2,nonexistent,yes
13401,28,admin.,married,university.degree,no,yes,no,telephone,may,tue,210,1,nonexistent,no
13402,33,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,464,2,nonexistent,no
13404,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,335,2,nonexistent,no
13405,30,self-employed,single,university.degree,no,no,no,cellular,jun,tue,147,3,failure,no
13406,53,entrepreneur,married,basic.4y,no,yes,yes,cellular,apr,tue,398,2,nonexistent,yes
13407,28,admin.,single,university.degree,no,yes,yes,telephone,may,fri,163,3,nonexistent,no
13408,35,admin.,married,high.school,unknown,no,no,telephone,may,fri,290,3,nonexistent,no
13409,34,admin.,single,university.degree,no,no,no,telephone,jun,wed,98,1,nonexistent,no
13410,34,technician,married,professional.course,no,yes,yes,telephone,mar,mon,44,1,nonexistent,no
13411,48,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,28,6,nonexistent,no
13414,29,blue-collar,single,high.school,no,yes,yes,cellular,may,wed,146,1,nonexistent,no
13415,41,management,married,university.degree,unknown,no,no,telephone,may,tue,174,2,nonexistent,no
13416,47,admin.,married,university.degree,no,yes,no,cellular,nov,wed,93,1,failure,no
13417,49,admin.,single,basic.9y,no,yes,yes,cellular,nov,wed,259,2,nonexistent,no
13418,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,169,2,nonexistent,no
13419,51,self-employed,married,university.degree,no,yes,yes,cellular,nov,tue,55,2,nonexistent,no
13420,45,admin.,married,university.degree,no,no,no,cellular,aug,fri,27,2,nonexistent,no
13421,31,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,780,1,nonexistent,no
13422,29,admin.,single,university.degree,no,yes,no,cellular,nov,thu,225,2,failure,no
13423,39,management,married,high.school,no,no,no,cellular,aug,thu,402,2,nonexistent,no
13424,38,services,divorced,high.school,no,yes,no,cellular,jul,thu,444,4,nonexistent,no
13425,38,blue-collar,single,basic.4y,no,no,no,telephone,jun,tue,123,1,nonexistent,no
13426,40,blue-collar,divorced,basic.9y,unknown,yes,yes,telephone,may,tue,265,1,nonexistent,no
13427,33,services,single,high.school,unknown,yes,no,cellular,jul,tue,560,2,nonexistent,yes
13429,46,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,223,4,nonexistent,no
13430,49,blue-collar,divorced,high.school,no,no,yes,telephone,may,mon,742,2,nonexistent,no
13431,48,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,mon,60,3,nonexistent,no
13432,33,technician,married,professional.course,no,yes,no,cellular,aug,tue,147,1,nonexistent,no
13433,39,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,413,2,nonexistent,no
13435,25,student,married,high.school,no,yes,no,telephone,oct,wed,7,1,nonexistent,no
13436,26,technician,married,high.school,no,no,no,cellular,jul,mon,114,2,nonexistent,no
13437,38,admin.,divorced,basic.9y,no,no,no,cellular,nov,fri,71,1,nonexistent,no
13438,27,services,single,high.school,no,yes,no,cellular,apr,tue,204,1,nonexistent,yes
13439,38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,157,1,nonexistent,no
13440,32,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,247,2,nonexistent,no
13441,33,admin.,married,university.degree,no,yes,no,cellular,aug,mon,63,3,nonexistent,no
13443,40,admin.,single,high.school,no,yes,no,telephone,may,thu,132,1,nonexistent,no
13444,40,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,279,3,nonexistent,no
13445,40,admin.,married,university.degree,unknown,yes,no,telephone,jun,mon,527,1,nonexistent,no
13446,25,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,692,1,nonexistent,no
13447,46,blue-collar,single,basic.4y,unknown,no,no,cellular,nov,wed,584,1,failure,no
13448,38,admin.,married,high.school,no,no,no,cellular,may,fri,240,1,nonexistent,no
13451,30,services,married,high.school,unknown,no,no,telephone,may,wed,629,2,nonexistent,no
13452,41,blue-collar,married,unknown,no,no,no,telephone,jun,mon,424,2,nonexistent,no
13453,42,technician,married,professional.course,no,yes,no,cellular,aug,wed,246,1,nonexistent,no
13454,27,services,married,high.school,no,no,no,cellular,jul,wed,151,4,nonexistent,no
13455,30,admin.,single,high.school,no,yes,no,cellular,jul,fri,712,2,nonexistent,no
13456,46,technician,married,professional.course,no,yes,no,telephone,may,tue,193,1,failure,no
13457,41,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,thu,225,1,nonexistent,no
13458,34,admin.,married,high.school,no,no,no,telephone,jun,thu,69,1,nonexistent,no
13459,33,blue-collar,married,basic.6y,no,yes,yes,cellular,may,wed,686,2,nonexistent,yes
13460,56,admin.,divorced,basic.6y,no,yes,no,cellular,jul,mon,239,4,nonexistent,no
13461,36,admin.,single,university.degree,no,no,yes,cellular,jul,thu,139,1,nonexistent,no
13462,37,admin.,single,university.degree,no,no,yes,cellular,may,mon,553,1,failure,no
13463,31,technician,single,university.degree,no,yes,yes,cellular,jun,fri,241,5,nonexistent,no
13464,38,technician,divorced,professional.course,no,no,no,telephone,jun,thu,128,2,nonexistent,no
13465,59,admin.,married,university.degree,no,no,yes,telephone,may,thu,155,1,nonexistent,no
13466,36,management,married,university.degree,no,yes,no,telephone,jun,fri,122,1,nonexistent,no
13467,54,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,215,1,nonexistent,yes
13468,48,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,361,2,nonexistent,no
13469,26,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,tue,99,1,nonexistent,no
13470,36,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,127,2,nonexistent,no
13471,33,housemaid,married,high.school,no,unknown,unknown,telephone,jun,wed,154,2,nonexistent,no
13473,48,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,9,6,nonexistent,no
13474,40,admin.,married,university.degree,no,no,no,cellular,jul,mon,1156,1,nonexistent,no
13475,38,admin.,married,basic.9y,no,yes,no,cellular,may,tue,69,1,failure,no
13477,57,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,379,3,nonexistent,no
13478,27,blue-collar,married,basic.6y,no,yes,no,cellular,jul,thu,209,4,nonexistent,no
13479,39,services,married,high.school,no,no,yes,telephone,may,tue,793,2,nonexistent,no
13481,48,entrepreneur,married,basic.6y,no,yes,no,telephone,jul,thu,202,1,nonexistent,no
13482,45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,816,2,nonexistent,no
13483,42,unknown,divorced,high.school,no,no,no,telephone,may,thu,57,2,nonexistent,no
13484,54,technician,married,professional.course,no,yes,no,telephone,may,wed,150,3,nonexistent,no
13485,51,management,married,university.degree,no,no,yes,telephone,nov,fri,13,4,nonexistent,no
13486,31,admin.,single,university.degree,no,yes,no,cellular,aug,fri,118,2,nonexistent,no
13487,56,technician,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,272,1,nonexistent,no
13489,51,management,married,university.degree,unknown,no,yes,telephone,may,thu,1156,2,nonexistent,yes
13490,35,technician,married,high.school,no,no,no,cellular,aug,tue,150,1,nonexistent,no
13491,39,blue-collar,divorced,high.school,no,no,yes,cellular,nov,mon,190,2,nonexistent,no
13492,29,admin.,single,university.degree,no,yes,no,cellular,jun,mon,97,4,nonexistent,no
13493,53,admin.,single,unknown,unknown,yes,no,cellular,jul,tue,319,2,nonexistent,no
13494,59,admin.,married,university.degree,no,yes,no,cellular,may,fri,324,2,failure,no
13495,34,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,96,2,nonexistent,no
13496,33,admin.,single,high.school,no,yes,no,cellular,jun,tue,167,1,nonexistent,no
13497,53,services,married,high.school,no,yes,no,cellular,apr,mon,62,4,nonexistent,no
13498,45,technician,divorced,professional.course,no,no,no,cellular,aug,tue,706,3,nonexistent,no
13499,50,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,544,3,nonexistent,no
13500,34,entrepreneur,married,basic.4y,no,yes,no,telephone,may,wed,474,1,nonexistent,no
13501,32,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,143,5,nonexistent,no
13503,36,unemployed,married,university.degree,no,yes,no,cellular,aug,thu,138,2,nonexistent,no
13504,49,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,92,1,nonexistent,no
13505,54,retired,married,basic.9y,no,yes,no,telephone,may,thu,217,1,nonexistent,no
13506,53,housemaid,married,basic.4y,no,yes,no,telephone,may,tue,257,1,nonexistent,no
13507,29,blue-collar,married,high.school,no,yes,no,cellular,nov,wed,96,3,nonexistent,no
13508,37,admin.,married,unknown,no,yes,no,telephone,may,tue,220,2,nonexistent,no
13509,40,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,jun,fri,100,1,nonexistent,no
13510,58,retired,divorced,professional.course,no,no,no,cellular,nov,fri,159,2,nonexistent,no
13511,42,technician,divorced,high.school,no,no,no,cellular,aug,wed,113,3,nonexistent,no
13512,40,services,married,basic.9y,no,no,no,cellular,nov,wed,76,6,nonexistent,no
13514,36,technician,single,professional.course,no,yes,no,cellular,may,mon,196,2,nonexistent,no
13515,29,services,married,high.school,no,yes,no,cellular,jul,tue,78,4,nonexistent,no
13516,40,admin.,single,high.school,unknown,yes,no,cellular,nov,mon,158,1,nonexistent,no
13519,32,services,married,professional.course,no,no,no,telephone,may,thu,103,7,nonexistent,no
13520,38,admin.,married,university.degree,no,no,no,cellular,aug,mon,65,4,nonexistent,no
13521,53,self-employed,married,university.degree,no,no,no,cellular,aug,fri,39,1,nonexistent,no
13522,31,admin.,married,university.degree,no,no,no,cellular,aug,thu,180,2,nonexistent,no
13523,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,thu,140,3,nonexistent,no
13525,48,admin.,married,professional.course,no,no,no,telephone,jun,wed,105,2,nonexistent,no
13526,42,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,mon,461,2,nonexistent,no
13527,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,729,2,nonexistent,yes
13528,37,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,214,1,nonexistent,yes
13529,48,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,90,3,nonexistent,no
13530,37,admin.,married,university.degree,no,no,no,telephone,jun,mon,85,8,nonexistent,no
13531,50,services,single,high.school,no,yes,no,telephone,jul,wed,340,1,nonexistent,no
13532,46,admin.,divorced,university.degree,unknown,no,no,cellular,jul,thu,642,1,nonexistent,no
13533,35,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,72,4,nonexistent,no
13534,29,unemployed,married,basic.4y,no,no,no,telephone,dec,thu,805,1,nonexistent,yes
13535,36,technician,married,high.school,no,yes,yes,cellular,apr,mon,42,1,nonexistent,no
13536,38,admin.,married,university.degree,no,unknown,unknown,cellular,apr,mon,124,1,nonexistent,yes
13537,31,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,204,2,nonexistent,no
13538,34,technician,married,university.degree,no,yes,yes,cellular,jul,fri,483,3,nonexistent,no
13539,29,admin.,married,basic.9y,no,yes,no,telephone,may,tue,197,4,nonexistent,no
13540,40,entrepreneur,divorced,university.degree,no,no,no,telephone,jun,mon,146,3,nonexistent,no
13541,29,admin.,married,high.school,no,no,no,telephone,jun,mon,100,1,nonexistent,no
13542,25,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,214,2,nonexistent,no
13543,40,blue-collar,married,basic.6y,no,yes,no,cellular,jul,wed,167,1,nonexistent,no
13545,46,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,549,1,nonexistent,no
13546,31,technician,married,high.school,no,no,no,cellular,aug,thu,124,3,nonexistent,no
13547,52,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,188,1,nonexistent,no
13548,46,self-employed,single,university.degree,unknown,no,no,cellular,apr,mon,438,1,nonexistent,no
13549,45,unknown,married,unknown,unknown,no,no,telephone,may,mon,139,6,nonexistent,no
13550,49,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,813,2,nonexistent,no
13551,55,housemaid,married,basic.4y,unknown,no,no,telephone,nov,fri,270,1,nonexistent,no
13552,25,technician,single,university.degree,no,yes,no,telephone,aug,tue,6,1,nonexistent,no
13553,35,admin.,married,university.degree,no,no,no,telephone,jun,fri,230,2,nonexistent,no
13554,35,management,married,university.degree,no,yes,no,cellular,nov,fri,579,9,nonexistent,yes
13555,39,blue-collar,married,basic.6y,no,no,yes,cellular,may,wed,223,2,failure,no
13556,25,student,single,university.degree,no,yes,yes,telephone,sep,mon,131,1,nonexistent,no
13557,40,services,married,high.school,no,yes,yes,telephone,jun,thu,40,1,nonexistent,no
13558,36,admin.,married,professional.course,no,no,no,cellular,aug,mon,58,1,nonexistent,no
13559,48,admin.,married,basic.6y,no,no,no,telephone,mar,mon,139,5,nonexistent,no
13560,24,student,single,high.school,no,yes,no,cellular,jul,tue,153,1,nonexistent,no
13562,58,admin.,married,university.degree,no,no,no,cellular,aug,wed,233,2,nonexistent,no
13563,52,housemaid,married,basic.4y,unknown,yes,yes,cellular,aug,mon,160,4,nonexistent,no
13566,50,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,tue,105,1,nonexistent,no
13567,33,blue-collar,single,basic.9y,no,no,yes,telephone,may,wed,418,5,nonexistent,no
13568,31,admin.,married,university.degree,no,no,no,cellular,may,mon,116,4,nonexistent,no
13569,40,management,married,university.degree,no,yes,no,cellular,nov,fri,175,1,nonexistent,no
13570,39,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,199,4,nonexistent,no
13571,55,management,married,university.degree,no,yes,no,cellular,aug,wed,130,7,nonexistent,no
13572,31,admin.,single,high.school,no,yes,no,cellular,nov,fri,59,1,nonexistent,no
13573,42,management,married,university.degree,no,yes,no,telephone,may,mon,112,1,nonexistent,no
13574,44,admin.,married,high.school,no,yes,no,telephone,may,tue,221,2,nonexistent,no
13575,30,admin.,married,university.degree,no,no,no,cellular,nov,thu,248,2,nonexistent,no
13576,48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,315,2,nonexistent,yes
13577,43,technician,married,professional.course,no,no,yes,telephone,may,fri,703,2,nonexistent,no
13578,41,admin.,divorced,high.school,no,no,no,telephone,apr,thu,558,2,nonexistent,yes
13579,47,admin.,married,university.degree,no,yes,no,telephone,may,wed,34,3,nonexistent,no
13580,47,technician,married,high.school,no,no,no,cellular,aug,tue,73,9,nonexistent,no
13581,54,services,married,basic.4y,no,yes,yes,cellular,aug,wed,250,2,nonexistent,no
13582,39,services,single,high.school,no,yes,no,cellular,aug,fri,308,6,nonexistent,yes
13584,50,admin.,married,professional.course,no,no,no,cellular,jul,tue,1001,3,nonexistent,yes
13585,42,admin.,married,university.degree,no,no,yes,cellular,jul,fri,400,2,nonexistent,no
13586,52,technician,married,unknown,unknown,yes,no,telephone,may,fri,553,2,nonexistent,no
13587,28,technician,single,university.degree,no,no,no,cellular,may,thu,68,2,nonexistent,no
13590,36,admin.,single,high.school,no,yes,yes,cellular,may,thu,127,1,nonexistent,no
13591,52,housemaid,married,basic.6y,unknown,no,no,cellular,aug,wed,217,11,nonexistent,no
13592,34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,96,1,nonexistent,no
13593,39,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,85,3,nonexistent,no
13595,33,admin.,divorced,basic.9y,no,no,no,telephone,may,fri,93,1,nonexistent,no
13596,33,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,153,7,nonexistent,no
13597,44,services,divorced,high.school,no,yes,yes,cellular,jul,mon,395,2,nonexistent,no
13599,48,entrepreneur,married,university.degree,no,yes,no,telephone,jul,wed,42,1,nonexistent,no
13600,51,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,353,4,nonexistent,no
13601,48,technician,married,basic.4y,unknown,no,no,cellular,nov,fri,362,1,nonexistent,no
13602,42,management,married,university.degree,no,yes,no,cellular,may,mon,568,1,nonexistent,no
13604,31,admin.,married,university.degree,no,yes,no,telephone,nov,mon,44,1,nonexistent,no
13606,29,services,single,high.school,no,yes,no,cellular,nov,wed,402,1,failure,no
13607,36,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,572,2,nonexistent,no
13608,40,admin.,single,high.school,no,no,no,telephone,may,wed,32,1,nonexistent,no
13609,32,technician,married,professional.course,no,yes,no,cellular,apr,wed,625,2,nonexistent,no
13611,29,technician,married,university.degree,no,yes,no,cellular,nov,thu,150,1,nonexistent,yes
13612,48,blue-collar,married,basic.9y,unknown,no,no,cellular,may,thu,506,1,nonexistent,no
13613,50,admin.,married,university.degree,no,yes,no,cellular,jul,wed,115,1,nonexistent,no
13614,52,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,fri,69,2,nonexistent,no
13615,26,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,295,1,nonexistent,no
13617,38,technician,divorced,high.school,no,yes,no,telephone,nov,wed,137,4,failure,no
13618,56,technician,divorced,professional.course,no,yes,yes,cellular,oct,mon,170,5,nonexistent,no
13619,45,services,married,high.school,unknown,yes,no,telephone,may,tue,378,1,nonexistent,no
13620,34,technician,single,university.degree,no,no,yes,telephone,sep,fri,231,1,nonexistent,yes
13621,34,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,227,2,nonexistent,no
13622,51,admin.,married,basic.9y,no,no,yes,telephone,jun,fri,434,1,nonexistent,no
13623,45,management,divorced,basic.9y,unknown,no,no,telephone,may,wed,174,3,nonexistent,no
13624,54,unemployed,married,high.school,unknown,no,no,telephone,jul,tue,28,2,nonexistent,no
13625,49,technician,married,professional.course,no,yes,no,cellular,jul,mon,359,2,nonexistent,no
13626,29,admin.,married,university.degree,no,yes,no,cellular,jul,wed,184,1,nonexistent,no
13627,49,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,tue,158,2,nonexistent,no
13628,41,technician,married,professional.course,unknown,yes,no,telephone,may,thu,768,4,nonexistent,no
13629,29,technician,single,professional.course,no,yes,no,telephone,aug,thu,85,2,nonexistent,no
13630,36,services,divorced,basic.9y,no,yes,no,cellular,may,tue,255,2,nonexistent,no
13631,57,retired,married,university.degree,no,yes,no,telephone,may,tue,177,1,nonexistent,no
13632,33,admin.,married,university.degree,no,no,no,telephone,may,fri,243,2,nonexistent,no
13633,47,self-employed,married,university.degree,no,no,yes,cellular,jul,mon,83,4,nonexistent,no
13635,53,admin.,married,university.degree,no,yes,no,cellular,aug,mon,267,1,failure,yes
13636,45,admin.,divorced,basic.9y,unknown,no,no,cellular,may,thu,270,3,nonexistent,no
13637,34,services,married,high.school,no,no,no,telephone,may,tue,193,1,nonexistent,no
13638,41,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,110,2,nonexistent,no
13639,41,technician,married,high.school,no,no,no,telephone,may,tue,358,1,nonexistent,no
13640,39,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,jun,fri,92,1,nonexistent,no
13641,42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,375,1,nonexistent,no
13643,58,blue-collar,married,basic.4y,no,yes,no,cellular,aug,wed,127,1,nonexistent,no
13644,59,retired,married,basic.4y,unknown,yes,yes,telephone,may,wed,571,1,nonexistent,no
13645,33,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,111,1,failure,no
13646,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,222,9,nonexistent,no
13647,52,management,married,university.degree,no,yes,no,cellular,nov,mon,68,1,nonexistent,no
13648,60,retired,married,university.degree,unknown,no,no,telephone,may,fri,485,1,nonexistent,no
13649,56,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,289,1,nonexistent,no
13650,28,blue-collar,single,high.school,no,no,yes,cellular,apr,thu,333,1,failure,no
13652,38,services,married,high.school,unknown,no,no,telephone,may,fri,293,6,nonexistent,no
13653,38,technician,married,university.degree,no,no,no,telephone,may,tue,125,2,nonexistent,no
13654,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,748,1,nonexistent,no
13655,34,admin.,married,university.degree,no,yes,no,telephone,may,mon,138,1,nonexistent,no
13657,32,blue-collar,single,high.school,no,yes,no,telephone,jun,wed,108,2,nonexistent,no
13658,65,retired,married,basic.9y,no,no,no,cellular,jun,mon,579,1,nonexistent,yes
13659,38,technician,married,university.degree,no,yes,no,cellular,nov,thu,82,1,nonexistent,no
13660,50,management,single,university.degree,no,no,no,telephone,jun,tue,255,1,nonexistent,no
13661,32,services,single,high.school,no,no,no,cellular,may,wed,151,2,failure,no
13662,30,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,355,1,nonexistent,no
13663,32,services,married,basic.9y,no,no,no,cellular,jul,tue,491,1,nonexistent,no
13664,26,technician,single,university.degree,no,yes,no,cellular,aug,tue,204,2,failure,no
13665,40,entrepreneur,married,university.degree,unknown,yes,no,telephone,may,tue,291,2,nonexistent,no
13666,42,blue-collar,single,basic.6y,unknown,no,yes,telephone,jun,fri,198,2,nonexistent,no
13667,42,admin.,divorced,high.school,no,yes,no,telephone,may,thu,119,1,nonexistent,no
13668,35,blue-collar,married,basic.6y,no,yes,no,cellular,nov,tue,372,2,nonexistent,no
13669,40,admin.,single,high.school,no,yes,no,cellular,may,mon,213,1,failure,no
13670,40,management,married,basic.6y,no,no,no,cellular,nov,mon,56,1,nonexistent,no
13671,52,services,married,high.school,unknown,yes,yes,cellular,aug,mon,115,2,nonexistent,no
13672,29,admin.,single,university.degree,no,no,no,cellular,jul,thu,117,1,nonexistent,no
13673,31,technician,single,professional.course,no,yes,no,cellular,aug,mon,263,2,nonexistent,no
13674,40,housemaid,divorced,high.school,unknown,no,yes,telephone,jul,thu,265,2,nonexistent,no
13675,32,admin.,married,university.degree,no,no,no,cellular,aug,thu,39,6,nonexistent,no
13676,51,services,divorced,high.school,no,no,no,telephone,nov,tue,236,1,nonexistent,no
13677,58,retired,married,basic.4y,no,no,no,cellular,aug,wed,180,4,nonexistent,no
13678,53,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,225,1,nonexistent,no
13679,52,admin.,divorced,university.degree,no,yes,no,cellular,nov,thu,202,1,nonexistent,no
13680,58,admin.,married,university.degree,no,yes,no,cellular,nov,fri,21,7,nonexistent,no
13681,28,technician,single,professional.course,no,yes,no,cellular,jun,wed,209,2,nonexistent,yes
13682,61,technician,married,university.degree,no,no,no,cellular,apr,tue,50,2,nonexistent,no
13683,45,management,single,university.degree,no,no,yes,telephone,jul,thu,269,3,nonexistent,no
13684,31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,98,8,nonexistent,no
13685,36,admin.,married,university.degree,no,no,yes,telephone,may,fri,267,3,nonexistent,no
13686,18,student,single,basic.4y,no,no,no,cellular,apr,thu,108,1,nonexistent,no
13687,30,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,273,3,nonexistent,no
13688,46,management,married,basic.9y,no,yes,no,telephone,may,thu,126,1,nonexistent,no
13689,30,services,single,high.school,no,yes,no,cellular,may,mon,288,1,failure,no
13690,27,technician,single,professional.course,no,yes,no,cellular,jul,tue,179,3,nonexistent,no
13692,35,services,single,high.school,unknown,no,yes,telephone,may,tue,234,1,nonexistent,no
13693,33,management,divorced,university.degree,no,yes,no,cellular,jun,wed,187,1,nonexistent,yes
13694,33,admin.,married,university.degree,no,no,yes,cellular,may,mon,69,1,nonexistent,no
13695,34,admin.,married,university.degree,no,no,no,telephone,jun,fri,11,2,nonexistent,no
13696,33,services,single,high.school,no,no,no,telephone,may,mon,702,1,nonexistent,no
13697,47,admin.,married,high.school,unknown,no,yes,cellular,apr,fri,517,1,nonexistent,no
13698,35,admin.,married,university.degree,no,no,no,cellular,nov,wed,630,1,nonexistent,no
13701,42,technician,divorced,high.school,unknown,yes,no,cellular,aug,thu,82,1,nonexistent,no
13702,38,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,1045,3,nonexistent,yes
